CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,SatisfactionScore,CardType,PointEarned
15600096,Erickson,664,France,Female,33,3,26990.4,1,0,0,112268.95,1,1,PLATINUM,126
15600097,Wong,663,Spain,Male,58,3,78239.78,2,1,0,28949.76,0,3,SILVER,378
15600098,Miller,650,Spain,Female,39,1,65713.13,2,0,1,37669.49,0,1,SILVER,165
15600099,Carter,638,France,Male,25,5,0.0,2,0,0,35272.55,0,3,PLATINUM,300
15600100,Norton,579,Spain,Male,41,10,43785.37,1,1,1,46745.88,0,3,DIAMOND,343
15600101,Ellison,628,Germany,Female,33,1,96712.96,1,1,0,83536.18,0,3,PLATINUM,396
15600102,Osborne,632,France,Male,48,6,181632.62,1,1,0,25569.22,0,2,SILVER,381
15600103,Travis,609,France,Male,33,2,74367.19,1,1,1,131543.7,0,2,SILVER,274
15600104,Bauer,641,Germany,Female,35,2,30292.68,1,1,1,51630.61,0,3,DIAMOND,330
15600105,Kelly,670,Germany,Male,21,4,3848.9,2,1,0,32755.32,1,3,GOLD,303
15600106,Salas,744,Spain,Male,35,2,71204.52,1,1,0,104586.98,0,4,SILVER,471
15600107,Reid,658,Spain,Male,18,1,77907.68,3,1,1,15332.08,0,4,DIAMOND,477
15600108,Oconnor,662,France,Female,24,9,76549.8,1,1,0,96795.6,0,3,PLATINUM,376
15600109,Walsh,646,Spain,Male,47,8,98173.33,2,1,0,107747.78,1,4,DIAMOND,498
15600110,Peterson,554,Spain,Female,47,1,106422.59,2,0,1,40088.31,0,2,DIAMOND,306
15600111,Francis,648,France,Female,44,10,153293.05,1,1,0,15874.97,1,2,DIAMOND,353
15600112,Velazquez,653,France,Male,30,1,64393.62,1,0,0,60910.35,0,4,SILVER,464
15600113,Benton,773,France,Male,39,7,44783.4,2,1,0,23803.19,1,3,SILVER,344
15600114,Mccarthy,640,France,Male,39,8,44916.52,1,1,0,26306.9,1,5,GOLD,544
15600115,Cantrell,665,France,Female,28,6,54487.92,3,0,0,45596.57,0,3,GOLD,354
15600116,Fields,648,France,Male,55,2,179129.7,2,0,0,51365.51,0,4,GOLD,579
15600117,Hines,591,France,Male,48,8,118993.39,3,1,0,84195.85,0,3,GOLD,418
15600118,Mcconnell,707,France,Male,37,2,75755.39,1,1,0,104974.86,0,3,GOLD,375
15600119,Gillespie,687,Germany,Male,40,4,54541.93,2,0,1,92987.93,0,3,GOLD,354
15600120,Fisher,689,Spain,Male,42,8,86576.59,2,1,0,30770.45,0,4,SILVER,486
15600121,Collins,604,Spain,Female,19,2,69237.51,2,1,0,34092.04,0,3,SILVER,369
15600122,Orr,720,Germany,Female,37,6,68098.58,1,1,1,133027.69,0,5,GOLD,568
15600123,Jacobson,579,Spain,Male,33,0,44910.98,2,1,1,88169.32,0,2,PLATINUM,244
15600124,Cunningham,679,France,Male,29,3,27523.79,1,1,0,131791.3,0,2,SILVER,227
15600125,Lane,759,Spain,Male,37,3,60251.87,2,1,1,62016.51,0,3,GOLD,360
15600126,Pineda,600,Spain,Male,57,6,0.0,1,1,0,96016.0,0,3,PLATINUM,300
15600127,Patel,621,Germany,Female,46,7,48127.33,3,1,0,83312.88,0,4,GOLD,448
15600128,Moody,654,Spain,Male,34,0,24727.99,1,0,1,54677.29,0,3,SILVER,324
15600129,Rosales,624,France,Female,45,4,56140.74,3,0,1,75788.15,1,3,GOLD,356
15600130,Richardson,572,France,Female,53,6,73635.7,3,0,0,80348.72,0,3,SILVER,373
15600131,Forbes,653,France,Male,49,3,74383.52,3,1,0,38107.94,0,3,DIAMOND,374
15600132,Ortiz,596,Spain,Female,40,3,32601.89,2,1,1,54101.45,0,4,SILVER,432
15600133,Johnson,673,Spain,Female,33,3,25092.34,1,1,0,120797.37,1,2,PLATINUM,225
15600134,Sellers,604,France,Female,46,5,59439.34,4,1,1,138210.35,1,3,SILVER,359
15600135,David,727,Germany,Female,43,6,146715.49,1,1,0,60371.17,1,5,GOLD,646
15600136,Meyer,610,Spain,Male,48,1,152482.71,2,0,1,52976.12,0,4,GOLD,552
15600137,Ponce,633,France,Male,46,4,30972.83,2,1,1,37327.6,0,3,SILVER,330
15600138,Sheppard,690,France,Female,50,3,0.0,2,1,1,104988.76,0,3,GOLD,300
15600139,Chambers,588,France,Male,34,2,49094.85,1,1,1,55233.96,0,2,SILVER,249
15600140,Stuart,661,France,Male,53,6,38559.98,2,1,1,148284.94,1,3,GOLD,338
15600141,Barajas,715,France,Male,41,10,110637.24,3,1,0,55595.87,0,4,PLATINUM,510
15600142,Diaz,569,France,Male,60,5,21716.41,1,1,0,65179.05,0,3,GOLD,321
15600143,Lara,659,France,Male,33,6,24984.94,3,1,0,94466.79,0,2,DIAMOND,224
15600144,Maddox,662,France,Female,57,4,227183.39,1,1,1,122235.8,1,2,PLATINUM,427
15600145,Collier,689,Germany,Male,41,5,109140.35,1,1,1,75732.61,0,2,GOLD,309
15600146,Rivas,588,France,Male,33,4,0.0,1,0,0,69171.84,0,2,SILVER,200
15600147,Pacheco,583,Spain,Male,35,6,90158.65,1,1,0,149389.3,0,1,GOLD,190
15600148,Maxwell,676,Spain,Male,36,1,25064.9,3,0,0,11469.11,0,3,PLATINUM,325
15600149,Page,664,Germany,Female,44,10,128384.34,1,1,1,135309.14,0,2,SILVER,328
15600150,Nguyen,662,France,Female,45,4,150174.92,1,0,0,30879.72,1,2,PLATINUM,350
15600151,Hubbard,667,France,Female,34,5,68887.82,1,1,1,120029.54,0,3,SILVER,368
15600152,Mann,615,Germany,Female,39,5,84482.7,2,1,1,96510.42,0,2,PLATINUM,284
15600153,Hurst,661,Germany,Male,61,4,72876.6,2,1,0,57858.62,0,1,SILVER,172
15600154,Fuentes,664,Germany,Female,57,9,47114.22,1,0,0,132342.49,0,3,DIAMOND,347
15600155,Bush,614,France,Male,44,6,97949.23,1,0,0,11807.01,1,2,GOLD,297
15600156,Kline,743,France,Male,40,9,61165.06,3,0,0,41736.69,0,3,SILVER,361
15600157,Robles,673,Spain,Male,41,7,158686.35,1,0,0,89364.99,0,2,SILVER,358
15600158,Zuniga,590,Germany,Male,46,6,56903.98,1,0,0,59215.92,1,4,GOLD,456
15600159,Mendoza,682,Spain,Male,29,4,108940.85,1,1,1,95452.85,0,5,DIAMOND,608
15600160,Villanueva,601,Spain,Female,37,0,25754.19,2,0,0,13375.43,0,4,SILVER,425
15600161,Wall,689,France,Female,23,4,54629.51,1,0,0,26304.25,0,3,SILVER,354
15600162,French,707,Germany,Female,43,9,73800.17,2,1,1,27793.47,0,4,GOLD,473
15600163,Maldonado,608,France,Female,46,1,37139.44,1,1,1,36499.71,0,3,GOLD,337
15600164,Howe,698,France,Male,35,4,65432.03,4,1,0,74306.4,0,1,GOLD,165
15600165,Donovan,670,Spain,Female,55,4,88229.22,1,1,1,115298.02,0,3,PLATINUM,388
15600166,Dean,691,Spain,Male,27,1,22225.42,2,1,0,136775.44,0,4,SILVER,422
15600167,Cardenas,744,France,Female,25,4,53040.7,1,0,1,126952.15,0,3,DIAMOND,353
15600168,Steele,637,France,Male,42,3,33603.17,1,1,1,37564.3,0,1,GOLD,133
15600169,Christensen,612,Spain,Male,50,0,154158.93,2,1,1,71761.08,1,4,SILVER,554
15600170,Velez,605,France,Female,56,2,136837.89,1,0,0,37917.62,0,4,PLATINUM,536
15600171,Cline,609,Spain,Male,35,0,52469.9,3,1,1,47026.05,0,2,PLATINUM,252
15600172,Patterson,646,France,Male,50,10,103488.96,3,0,0,80496.58,0,3,GOLD,403
15600173,Perez,667,Spain,Female,39,4,41734.69,3,0,0,19535.26,0,2,PLATINUM,241
15600174,Boone,663,Spain,Male,38,3,77420.66,1,1,0,40544.41,0,4,SILVER,477
15600175,Hoffman,691,France,Female,48,6,84905.77,2,1,0,140952.94,0,2,GOLD,284
15600176,Dyer,650,France,Female,46,4,112181.63,1,1,0,75256.28,0,3,DIAMOND,412
15600177,Dudley,722,France,Female,24,9,33472.66,3,0,1,72354.11,0,4,SILVER,433
15600178,Russell,636,France,Male,54,3,142854.6,2,1,1,12039.4,0,3,GOLD,442
15600179,Stafford,786,Germany,Male,53,1,91554.96,3,1,0,44635.96,1,3,PLATINUM,391
15600180,Buckley,681,France,Male,33,3,36740.95,1,1,0,131280.94,1,3,DIAMOND,336
15600181,Acosta,607,Germany,Female,43,1,130431.94,2,1,0,33047.98,0,2,GOLD,330
15600182,Poole,596,France,Male,44,7,42893.47,1,0,0,68117.49,0,3,GOLD,342
15600183,Butler,674,Spain,Female,42,2,200743.93,2,0,0,12006.33,0,2,GOLD,400
15600184,Watkins,638,Germany,Female,34,8,44248.82,1,1,1,76966.97,0,3,DIAMOND,344
15600185,Doyle,685,Spain,Male,33,3,29251.47,2,1,0,12942.95,0,2,DIAMOND,229
15600186,Buck,673,Spain,Female,39,5,16203.6,2,1,0,124745.34,1,3,SILVER,316
15600187,Vincent,646,Spain,Male,51,9,119122.07,2,1,0,125479.53,0,5,GOLD,619
15600188,Goodwin,607,France,Male,45,4,75545.26,1,1,1,120283.91,0,5,GOLD,575
15600189,Jensen,574,Germany,Male,36,9,28246.01,2,0,1,49670.97,0,3,PLATINUM,328
15600190,Conway,627,Germany,Male,47,0,53843.37,1,1,1,127213.21,0,2,PLATINUM,253
15600191,James,692,Germany,Male,18,8,25299.22,1,0,1,86019.74,1,3,PLATINUM,325
15600192,Gates,660,France,Female,51,0,143392.35,1,1,0,62333.14,0,4,DIAMOND,543
15600193,Cooper,587,Germany,Female,22,7,13205.54,1,1,0,97546.19,1,2,SILVER,213
15600194,Morton,658,Germany,Female,36,8,103132.88,1,1,1,11727.75,0,5,SILVER,603
15600195,Simmons,669,France,Male,28,8,105128.2,2,1,0,30014.52,0,3,GOLD,405
15600196,Hill,605,France,Male,27,0,67730.65,1,0,1,113921.1,1,5,GOLD,567
15600197,Bishop,657,Germany,Male,51,1,74216.8,1,0,0,44182.63,0,4,SILVER,474
15600198,Allison,652,Spain,Female,35,0,60673.79,3,0,0,93721.28,1,4,SILVER,460
15600199,Barnes,592,Germany,Male,43,9,115007.78,1,1,1,63914.36,0,3,PLATINUM,415
15600200,Bowen,667,France,Female,39,1,87858.02,2,1,1,129672.81,0,1,DIAMOND,187
15600201,Boyer,678,Germany,Female,44,9,137328.0,2,1,1,143338.14,1,3,GOLD,437
15600202,Adkins,704,France,Male,40,7,3428.68,3,0,0,133699.06,0,3,GOLD,303
15600203,Luna,702,France,Male,27,4,73668.9,2,1,1,47886.8,1,1,SILVER,173
15600204,Alvarado,581,France,Female,49,10,34316.73,2,1,0,37182.8,1,3,PLATINUM,334
15600205,Torres,603,Germany,Male,35,6,38074.11,3,1,0,76420.89,0,3,PLATINUM,338
15600206,Estes,675,Spain,Female,24,1,58936.85,1,1,0,11026.78,0,3,GOLD,358
15600207,English,675,Spain,Male,35,7,66988.43,3,1,0,13613.32,0,3,SILVER,366
15600208,Gill,675,France,Male,55,10,165378.94,1,1,0,87460.69,0,2,SILVER,365
15600209,Silva,842,Germany,Female,48,5,81136.09,3,0,0,82862.92,0,5,SILVER,581
15600210,Fischer,678,France,Male,36,7,28794.29,1,1,0,149241.48,0,2,GOLD,228
15600211,Mueller,706,Germany,Female,36,0,48718.89,2,0,0,38257.86,0,3,PLATINUM,348
15600212,Jackson,697,Spain,Male,36,0,75472.56,1,1,0,46134.55,0,3,DIAMOND,375
15600213,Robinson,682,France,Female,60,6,96630.44,2,1,0,25895.69,1,4,GOLD,496
15600214,Mcclure,634,Spain,Female,43,7,127043.46,1,1,0,138456.02,1,1,PLATINUM,227
15600215,Singh,687,France,Male,44,2,144237.55,3,1,1,118893.57,0,3,DIAMOND,444
15600216,Mckenzie,611,Germany,Female,50,4,150160.66,3,1,0,125127.48,0,3,SILVER,450
15600217,Duffy,638,Spain,Male,42,0,202842.61,1,1,0,136386.93,1,2,GOLD,402
15600218,Vasquez,625,France,Male,37,6,29874.92,3,1,0,83486.0,0,3,DIAMOND,329
15600219,Costa,654,Germany,Male,38,4,68891.0,2,1,1,73167.05,0,5,GOLD,568
15600220,Wolf,765,France,Female,39,7,73050.29,2,1,1,56254.81,1,5,DIAMOND,573
15600221,Serrano,556,Spain,Female,39,7,93435.84,1,1,1,92490.05,0,1,DIAMOND,193
15600222,Ramsey,684,Germany,Male,47,8,80981.2,1,1,1,73598.98,0,2,PLATINUM,280
15600223,Rhodes,569,Spain,Male,40,6,21817.83,1,1,0,73219.18,1,3,PLATINUM,321
15600224,Montgomery,626,France,Female,47,10,94006.37,1,1,1,141169.9,1,3,PLATINUM,394
15600225,Nielsen,704,Germany,Male,39,0,61331.83,3,1,1,147764.41,0,2,PLATINUM,261
15600226,Gregory,653,Spain,Male,40,2,83685.92,1,0,0,121507.81,0,2,GOLD,283
15600227,Scott,596,France,Female,20,7,65526.31,3,0,0,115946.13,0,5,SILVER,565
15600228,Reynolds,614,France,Male,49,2,141498.11,1,1,0,105278.14,0,5,GOLD,641
15600229,Davenport,683,Germany,Female,43,7,72358.25,2,0,1,33250.48,0,1,PLATINUM,172
15600230,Glass,613,Spain,Male,49,0,132780.52,2,1,1,18274.81,0,3,SILVER,432
15600231,Rodriguez,660,Spain,Female,18,4,102350.49,3,1,1,106701.68,1,3,SILVER,402
15600232,White,652,Germany,Male,60,3,82144.88,1,1,0,112030.07,0,2,SILVER,282
15600233,Burch,617,Germany,Male,38,4,38507.5,1,1,0,16576.22,0,3,PLATINUM,338
15600234,Curtis,757,France,Female,51,7,127957.96,1,1,0,139927.25,0,3,DIAMOND,427
15600235,Reyes,681,France,Male,29,9,55954.56,1,1,0,22759.69,0,4,DIAMOND,455
15600236,Jacobs,548,France,Female,46,3,74758.47,1,1,1,50026.07,0,4,GOLD,474
15600237,Rowland,659,Germany,Male,29,10,49530.44,1,1,1,104134.57,0,3,DIAMOND,349
15600238,Fletcher,616,France,Female,33,3,46977.85,1,1,0,33782.16,0,3,PLATINUM,346
15600239,Graves,692,Spain,Female,59,2,75207.08,2,0,1,17758.22,0,2,GOLD,275
15600240,Decker,610,Germany,Female,38,6,81067.5,1,1,0,56360.51,0,3,GOLD,381
15600241,Tyler,644,Germany,Female,42,2,169658.0,1,1,1,117236.02,1,3,SILVER,469
15600242,Carroll,675,France,Male,48,2,38703.33,1,1,0,67915.02,0,2,DIAMOND,238
15600243,Mckee,693,Germany,Male,44,10,139304.53,2,1,0,101416.21,0,2,GOLD,339
15600244,Spencer,589,France,Female,41,9,96838.83,3,1,0,91146.67,1,2,GOLD,296
15600245,Holmes,633,Germany,Female,43,4,23923.62,2,1,0,13110.59,1,5,PLATINUM,523
15600246,Wade,626,France,Female,64,4,109079.34,2,1,0,148395.6,0,2,GOLD,309
15600247,Peck,617,France,Male,39,5,55749.83,1,0,1,15799.93,0,2,SILVER,255
15600248,Hopkins,738,Germany,Male,42,7,43978.87,2,0,1,145492.38,1,3,PLATINUM,343
15600249,Romero,670,France,Male,50,9,94503.11,1,1,1,86980.98,1,3,SILVER,394
15600250,Weiss,586,France,Male,51,5,50668.05,1,1,0,144842.26,0,2,PLATINUM,250
15600251,Cabrera,695,Germany,Female,51,0,76570.85,2,1,1,26065.5,0,5,GOLD,576
15600252,Graham,756,Germany,Female,46,7,171608.51,3,1,0,78657.19,0,4,PLATINUM,571
15600253,Barnett,701,Spain,Female,28,7,70639.01,1,1,0,33730.57,0,3,PLATINUM,370
15600254,Higgins,574,Spain,Male,56,8,170078.29,2,1,1,17136.48,0,3,GOLD,470
15600255,House,625,Spain,Male,28,8,67947.48,2,0,1,96454.08,0,1,GOLD,167
15600256,Cisneros,713,France,Male,43,1,81863.1,1,1,0,39089.68,1,3,PLATINUM,381
15600257,Castillo,614,France,Female,32,1,59296.32,1,0,0,92277.58,0,4,PLATINUM,459
15600258,Gaines,672,France,Female,39,2,49116.96,1,0,1,25731.03,0,1,PLATINUM,149
15600259,Roberson,688,Germany,Male,43,0,53455.94,1,1,0,56478.11,0,2,DIAMOND,253
15600260,Deleon,603,Spain,Female,43,3,117660.37,1,0,0,119428.56,0,3,SILVER,417
15600261,Shields,647,Spain,Male,44,3,99010.73,1,0,1,71187.21,0,2,GOLD,299
15600262,Riley,487,Spain,Male,56,8,68819.73,1,0,0,97884.36,0,5,DIAMOND,568
15600263,Curry,598,Germany,Female,44,8,22561.85,2,1,0,100644.11,0,2,GOLD,222
15600264,Bradley,637,France,Male,37,8,74696.87,2,1,0,128125.71,0,4,SILVER,474
15600265,Neal,587,Spain,Female,49,9,76522.39,4,1,1,55489.19,1,3,GOLD,376
15600266,Rice,731,Spain,Male,51,6,90235.12,1,1,1,106221.38,0,4,SILVER,490
15600267,Mendez,578,Spain,Female,27,1,32822.4,2,1,1,144626.21,0,3,SILVER,332
15600268,Sanford,627,France,Female,45,9,0.0,3,1,1,112234.07,1,3,DIAMOND,300
15600269,Williamson,656,Germany,Female,47,4,23336.27,2,0,1,78581.87,0,4,GOLD,423
15600270,Pearson,722,Germany,Male,37,3,90836.3,1,1,0,98300.44,0,3,SILVER,390
15600271,Gibson,578,Spain,Male,53,10,74669.47,2,1,0,113555.61,1,3,DIAMOND,374
15600272,Norris,708,Spain,Female,38,7,65779.33,1,1,1,95718.61,0,3,DIAMOND,365
15600273,Santiago,650,Germany,Female,41,1,27502.99,1,1,1,12334.61,0,4,GOLD,427
15600274,Walters,600,Germany,Male,38,5,47232.97,2,1,1,37268.29,0,3,SILVER,347
15600275,Briggs,673,France,Male,40,4,62054.78,2,1,1,123465.55,1,5,PLATINUM,562
15600276,Mays,659,Spain,Male,29,1,62229.69,1,1,0,48171.09,0,2,PLATINUM,262
15600277,Harrington,619,Spain,Female,25,10,65863.04,3,1,0,112418.7,0,3,PLATINUM,365
15600278,Velasquez,653,Spain,Male,55,9,75751.65,2,1,0,62096.83,0,4,DIAMOND,475
15600279,Cruz,630,Germany,Male,31,0,27505.66,1,1,0,83063.81,0,3,PLATINUM,327
15600280,Bolton,655,Germany,Female,30,7,94576.05,3,1,0,19516.26,0,4,SILVER,494
15600281,Larsen,683,Germany,Male,18,1,43382.83,1,1,1,35371.58,0,5,PLATINUM,543
15600282,Wiggins,729,Spain,Male,33,6,59180.43,4,0,1,144007.57,0,3,GOLD,359
